program_code,program_name,catalog_id,course_title,credits,prereqs,coreqs,fees,attributes,description
PY,Psychology,PY 0571,Research in Psychology,3 Credits,PY 0433.,,,,"This course emphasizes developing a critical understanding of the essential issues involved in designing, conducting, and reporting the results of psychological research. It provides the foundation necessary for more advanced courses in research design and data analysis or for developing a master's thesis proposal."
PY,Psychology,PY 0576,Practicum I: Assessment and Group Process,3 Credits,,PY 0544.,,,"This course provides support and university supervision for candidates in their semester long school-based practicum. This course primarily provides opportunities to gain practice and facility in testing and report writing. Additionally, the course provides students with an in-class opportunity to experientially learn group process from the perspective of a group member, as well as group facilitator. Candidates also learn how to develop lesson plans and conduct whole class lessons. Enrollment by permission only."
PY,Psychology,PY 0577,Practicum II:  Counseling and Group Process,3 Credits,PY 0576.,,,,"This course provides support and university supervision for candidates in their eight-week long mental health practicum. The primary purpose of this course is to provide opportunities to gain practice and facility in individual and group counseling, behavior modification, and interviewing in a mental health setting. Candidates typically work with challenging cases, which enables them to act as better liaisons to acute care facilities when in the schools. Additionally, the course provides students an in-class opportunity to experientially learn group process from the perspective of a group member, as well as group facilitator. Candidates take this course the summer before internship."
PY,Psychology,PY 0578,Field Work in Applied Psychology,3 Credits,"Completion of 21 credits in psychology, including PY 0406, PY 0420, PY 0433, PY 0435, PY 0545, PY 0571; B or better cumulative GPA.",,,,"Advanced candidates matriculated in the industrial/organizational/personnel track undertake approved, supervised fieldwork in an area related to their professional interests and program content. Course requirements include a site supervisor and a faculty supervisor for each candidate, and a fieldwork placement that involves at least 13 full days of on-site experience. Enrollment by permission only."
PY,Psychology,PY 0595,Independent Study,3 Credits,,,,,Candidates conduct individual projects in consultation with a faculty member from the Department of Psychological and Educational Consultation. Enrollment by approval of faculty advisor.
PY,Psychology,PY 0596,Master's Thesis,3 Credits,"PY 0433, PY 0571.",,,,"Part-time candidates matriculated in school psychology may engage in a master's thesis project. The candidate's project must demonstrate an advanced, sophisticated knowledge of psychology and be considered a contribution to the field. Activities in the development of the thesis include an initial outline of the project, proposal (including a review of the related literature and proposed thesis), and final report. Candidates submit proposals in the semester preceding registration for this thesis course and may register only during the normal registration period preceding each semester. Enrollment by permission only."
NS,Nursing,NS 0602,Healthcare Economics and Marketing,3 Credits,,,,,"This course begins by applying microeconomic theory to the health sector of the U.S. economy with a focus on financial incentives throughout the healthcare system. Topics include the demand for healthcare and health insurance, quality improvement, managed care and the role of government. The U.S. experience is compared to healthcare systems in other countries. Evidence-based skills include cost analysis, basic regression analysis, and business plan and budget development. 42 theory hours."
NS,Nursing,NS 0604,Advanced Health Assessment,4 Credits,Demonstrated competency in basic health assessment.,,,,"This core course focuses on the holistic and comprehensive health assessment of individuals and families from diverse populations. Its purpose is to provide a foundation for primary prevention and health promotion through appropriate screening and risk assessment. The course also includes history-taking, advanced physical examination, and the introduction of laboratory assessment data. The course provides students with the opportunity to develop the comprehensive assessment skills required for advanced nursing practice and advanced education generalist roles. Case analysis is used to integrate critical thinking and develop differential diagnosis and treatment plans for clients across environments of care. All students participate in a 1-credit nursing lab, which provides an opportunity to develop comprehensive health assessment skills at an advanced level. Clinical Exam fee for FNP students: Approximately $400. 28 theory hours, 56 lab hours."
NS,Nursing,NS 0605,Advanced Healthcare Policy,3 Credits,,,,,"This course focuses on the analysis of healthcare policy principles that impact practice-level and system-wide practice initiatives influencing quality of care delivery. Principles of healthcare financing and its impact on healthcare policy development across all stakeholders are evaluated. Students gain skills in participating in institutional, local, state, federal, and international health policy, influencing policy makers involved in healthcare. Current health policy is analyzed and new proposals debated on issues ranging from access for the uninsured to palliative care, mental health parity to long-term care reimbursement, and pay for performance to entry level education for health professionals. Analysis and debate considers differences in nations and cultures. 42 theory hours."
NS,Nursing,NS 0608,Research Methods for Evidenced-Based Practice,3 Credits,,,,,"This course prepares advanced nurses to identify practice problems and critique current research for relevance and application to practice. An overview of the philosophy of science and knowledge development in relation to the development of nursing science and middle range theories will be presented. Basic concepts of qualitative and quantitative research methods will be examined. Using a reflective research approach, students identify a practice problem to address a clinical question derived from a problem identified within a specific population or setting, and develop a plan for implementing an evidence-based practice project. 42 theory hours."
MU,Music,MU 0311,Senior Capstone Project II,3 Credits,,,,"MUAP Applied Music, VPC2 Visual and Performing Arts Core: Applied Course","The capstone project provides opportunities for majors to work at a very high level, reflecting their expertise and ongoing research. Enrollment by permission only."
BB,Business,BB 0136,Federal Income and Property Taxation,0 Credits,,,,,"Covers methods and concepts of federal income taxation for individuals, including real estate transactions. Topics include: income tax fundamentals; ethical considerations; tax accounting methods; taxation of trusts; cost-recovery methods; tax consequences of like-kind exchanges."
BB,Business,BB 0138,Retirement Planning and Employer-Sponsored Benefits,0 Credits,,,,,"Includes assumptions and projections of lifestyle, inflation, returns, and life expectancy; cash flow; income sources; medical expenses; employer-sponsored benefits; stock options; stock purchase plans; cafeteria plans; and life and disability insurance."
BB,Business,BB 0139,CFP Capstone Course,0 Credits,"BB 0130, BB 0132, BB 0134, BB 0136, BB 0138, BB 0140.",,,,This course will engage the student in critical thinking and decision-making about personal financial management topics in the context of the financial planning process. You will gain the hands-on experience of taking a client from start to finish with their personal financial plan.
BB,Business,BB 0140,Estate Planning,0 Credits,,,,,"Topics, discussed from the perspective of the descendants, fiduciaries, estates, trust beneficiaries, donors, and donees, include: incapacity planning; satisfying liquidity needs; qualified interest trusts; charitable giving considerations and trusts; generation skipping; valuation issues; and estate planning and weakness."
CO,Communication,CO 0200,Interpersonal Communication Theories,3 Credits,CO 0100.,,,,"An examination of one-to-one relationships from a variety of theoretical perspectives, this course focuses on the centrality of communication in building familial bonds, friendships, and work teams. Students examine factors influencing interpersonal communication such as language, perception, nonverbal behavior, power, status, and gender roles."
CO,Communication,CO 0201,Persuasion,3 Credits,CO 0100 or CO 0102.,,,,"This course develops students' understanding of the major theoretical approaches to the study of persuasion as a particular type of social influence, giving specific attention to the processes of interpersonal influence and the media's role in changing social attitudes. Students construct communication campaigns to apply persuasion concepts and skills."
CO,Communication,CO 0202,Small Group Communication,3 Credits,CO 0100 or CO 0102.,,,,"This course examines the basic characteristics and consequences of small-group communication processes in various contexts including family, education, and work groups. The course stresses interaction analysis and teambuilding. Because the course involves examining small groups in process, students do a substantial amount of group work."
CO,Communication,CO 0220,Introduction to Organizational Communication,3 Credits,CO 0100 or CO 0102.,,,BUEL Business Elective,"Taking a historical and communication-centered approach to understanding how business and professional organizations function, this course addresses the analysis of upward, downward, and lateral communication; communication channels and networks; power and critical theory; organizations as cultures; internal and external public communication; and leadership. The course uses a case study approach."
CO,Communication,CO 0231,Media Institutions,3 Credits,CO 0130.,,,ENDE Digital Journalism Elective,"The course concentrates on the economic, political, and legal environment of U.S. mass media. Issues include examination of individual media industries, the economic structure of U.S. media markets, media law and regulation, media watchdogs, advocacy organizations, and media users' forms of collective action. The course's content is approached through an institutional analysis perspective, intended to facilitate students' understanding of institutions as dynamic points of confluence for organizations, norms, and individual agents. As part of the course's requirements, students conduct a research project exploring recent developments and/or decision-making processes within one of the major media institutions covered during the semester."
ED,Education,ED 0462,Science Methods,3 Credits,,,,,"This course includes a comprehensive study of the principles, methods, and materials necessary for teaching science at the secondary level. Candidates explore effective elements of instruction as they relate to practical applications in the classroom. The course addresses teaching science through course readings, lesson and unit plan design, and videotaped mini-teaching sessions. This course includes a required field service component consisting of 20 hours of teaching with a practicing science teacher. Enrollment by permission only. Requires submission of a resume, a one-page philosophy of education writing sample, a data form, and permission of the coordinator of Science Education."
ED,Education,ED 0463,World Language Methods,3 Credits,,,,,"This course includes a comprehensive study of the principles, methods, and materials necessary for teaching world language at the secondary level. Candidates explore effective elements of instruction as they relate to practical applications in the classroom. The course addresses teaching world language through course readings, lesson and unit plan design, and mini-teaching sessions. This course includes a required field service component consisting of 10 hours of teaching with a practicing language teacher. Enrollment by permission only. Requires submission of a resume, a one-page philosophy of education writing sample, a data form, and permission of the coordinator of World Language Education."
ED,Education,ED 0464,Mathematics Methods,3 Credits,,,,,"This course includes a comprehensive study of the principles, methods, and materials necessary for teaching mathematics at the secondary level. Candidates explore effective elements of instruction as they relate to practical applications in the classroom. The course addresses teaching mathematics through course readings, lesson and unit plan design, and videotaped mini-teaching sessions. This course includes a required field service component consisting of 10 hours of teaching with a practicing mathematics teacher. Enrollment by permission only. Requires submission of a resume, a one-page philosophy of education writing sample, a data form, and permission of the coordinator of Mathematics Education."
ED,Education,ED 0466,English Methods,3 Credits,,,,,"Candidates explore the organizational pattern in which English can best be taught and analyze the effectiveness of various methodology in bringing about changes in the language usage of young people. The course considers such factors as appropriate curriculum materials, methods of organization, approaches to literature study, and procedures most cogent in the fields of grammar, composition, oral communication, and dialogue. The course addresses teaching English through course readings, lesson and unit plan design, and videotaped mini-teaching sessions. This course requires a field service component consisting of 10 hours of teaching with a practicing English teacher. Enrollment by permission only. Requires submission of a resume, a one-page philosophy of education writing sample, a data form, and permission of the coordinator of English Education."
ED,Education,ED 0468,Social Studies/History Methods,3 Credits,,,,,"This course combines theory, research and practice through a comprehensive application of the principles, methods, and materials necessary for teaching social studies/history at the secondary level. Candidates explore effective elements of instruction as they relate to practical applications in the classroom. The course addresses teaching social studies/history through course readings and resources, lesson and unit plan design, and videotaped mini-teaching sessions. This course includes a required field service component consisting of 10 hours of teaching with a practicing social studies/history teacher. Enrollment by permission only. Requires submission of a resume, a one-page philosophy of education writing sample, a data form, and permission of the coordinator of Social Studies/History Education."
CH,Chemistry,CH 0010,Chemistry: Sights and Insights,3 Credits,,,,,"This course, which fulfills a science requirement and has no prerequisites, presents chemistry via lecture, demonstration, and laboratory work. The course provides students with insights into the microscopic world of atoms and molecules to better understand the macroscopic, observable properties of real substances, and applies the models developed in the course to representative substances from inorganic, organic chemistry, and biochemistry. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor."
CH,Chemistry,CH 0033,Chemistry of Nutrition,3 Credits,,,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces basic chemical concepts, such as the atom, molecules, chemical reactivity and energy, as well as integrating fundamental biological concepts including cell structure and basic anatomy. Further explored, on a chemical level, are the structure and function of basic nutritional components: proteins, carbohydrate, lipids, vitamins, and minerals. With a scientific foundation established, topics pertaining to nutrition and human evolution, the life cycle, and exercise will be discussed. Current social and health issues such as obesity, food technology, and fad dieting will be incorporated throughout the course. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor."
CH,Chemistry,CH 0072,Philosophy and Biochemistry of Food and Eating Practices,3 Credits,PH 0101.,,,,"An essential component of our daily lives, food offers itself as one of the most interesting topics of cultural and scientific discussion. This course is designed to analyze food and eating practices from the twofold perspective of philosophy and biochemistry. The intersections of philosophy and biochemistry will be highlighted in topics such as ""Food as Art"" (juxtaposing the aesthetic and biomolecular properties of food) and ""Food in Culture"" (contrasting how societies prepare and eat food with the nutrition and technology of food science). The course combines lecture with activities such as trips to museums, guest lectures, and in-class laboratory activities. Note: Students may take either "
CH,Chemistry,CH 0076,Environmental Science,3 Credits,,,,"EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","The science of the environment is presented through examination of the interconnections among physical, chemical, and biological fields of inquiry. This course looks at how the global environment is altered by the human population, technology, and production of fuels and food. In this course, students will acquire a scientific understanding of current issues in environmental science and learn to evaluate claims about current environmental problems."
CH,Chemistry,CH 0083,Survey of Chemistry,3 Credits,,,,,"This one-semester course presumes no previous chemistry and fulfills a science requirement. The course consists of an introduction to atomic and molecular structure and the correlation of structural models to observable phenomena. The course discusses topics of historical and current relevance to society, including environmental issues, energy sources, natural products, and the application of chemistry in industry and medicine. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor."
CH,Chemistry,CH 0084,General Chemistry for Health Science,3 Credits,,CH 0084L.,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces the general principles of chemistry (matter and measurement, atomic and molecular structure, energetics, acids and bases, oxidation, and reduction) in a manner that prepares students to relate to properties of organic materials and biologically relevant substances such as carbohydrates, lipids, peptides, proteins, and nucleic acids. The course focuses on general principles and introduces organic and biologically relevant substances. This course is directed to School of Nursing students and students in the Health Studies minor."
EC,Economics,EC 0224,Labor Economics and Labor Relations,3 Credits,"EC 0011, EC 0012.",,,,"Nearly 70 percent of income earned in the United States is a return to labor. This course applies the fundamentals of microeconomic and macroeconomic analysis to important decisions that people make in labor markets. From an employee's perspective, questions include: Should I work in exchange for a wage? If so, how much? How will my work affect my lifestyle and family decisions? Should I go to school to improve my skills? From an employer's perspective, questions include: Should I hire workers? If so, how many? How should I pick workers out of a pool of applicants? What techniques should I use to provide incentives for these workers? Many of the answers to these questions require complex analysis and an understanding of the impact of government policy on the workplace. The course explores a variety of public policy issues such as minimum wage programs, government welfare programs, workplace regulatory requirements, Title IX, immigration, and the union movement."
EC,Economics,EC 0225,Environmental Economics,3 Credits,"EC 0011, EC 0120.",,,"EVME Environmental Studies Major Elective, EVPE Environmental Studies Elective, EVSS Environmental Studies: Social Science, PJST Peace and Justice Studies",This in-depth examination of the economic tools used in environmental economics and policymaking builds on basic environmental economic concepts and provides the opportunity to put those concepts into practice. The course explores common externalities and market failures in the United States and analyzes governmental policies used to control them.
EC,Economics,EC 0230,Comparative Economic Systems,3 Credits,EC 0011 or EC 0012.,,,"LCEL LACS Minor: Elective, WDIV World Diversity","Is communism dead? Is capitalism the only real economic system left? This course explores the various economic systems that are used to distribute resources, i.e., to decide ""who gets what"" in a nation's economy. The course considers the differences between alternative distribution mechanisms, what it means to transition from one system to another, and how these economic decisions are affected by political and national realities. Because there are so many international alternatives to be explored, each semester focuses on an economic region of the globe: Asia, Eastern Europe and Central Asia, Africa, or Latin America. This course, where appropriate, is available for credit in international studies or area studies programs."
EC,Economics,EC 0231,International Trade,3 Credits,EC 0011.,,,,"This course covers international trade theory, U.S. commercial policy (tariffs, quotas), common markets, trade with and among developing nations, balance of payments disequilibria, and multinational enterprises."
EC,Economics,EC 0233,International Economic Policy and FInance,3 Credits,EC 0012.,,,,"This course explores international financial relations. Topics include the international monetary system, exchange rate systems, balance of payments adjustment mechanisms, and changes in international finance relations. It treats theoretical concepts and considers governmental policy approaches to the various problems."
EC,Economics,EC 0235,Economic Development of Third World Nations,3 Credits,"EC 0011, EC 0012.",,,"LCEL LACS Minor: Elective, WDIV World Diversity","This course considers the nature and causes of problems facing low-income nations, with a focus on the impact that various economic policies have on promoting economic development."
CN,Counseling,CN 0515,Trauma and Crisis Intervention,3 Credits,,,,,"This course addresses current theory, research, and models relevant to trauma and crisis intervention. Specific focus will be placed on understanding the role of spirituality, across cultures, in counseling children, men, women, and families. In addition, skills essential for response to trauma while working with groups will be addressed. Conceptualization from a systems perspective will be addressed. Forgiveness, hardiness, resiliency, and the dynamics of violence, religious and political, will be discussed. Emphasis will be placed on understanding the role of spirituality while working with individuals and groups. An overview of the affective, behavioral, cognitive, and neurological sequelae in response to trauma and crisis will be discussed, with emphasis on skills essential for crisis intervention, including assessment of safety and security concerns, triage, lethality, mass disaster, death notification, suicide, murder, and natural disaster. In addition, models essential for the care of the caregiver will be identified. The course's instructional format will combine experiential, demonstration, and discussion methods. Active learning is essential to continued development. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences."
CN,Counseling,CN 0520,Spiritual Interventions: Tools for Competent Practice,3 Credits,"CN 0446, CN 0553.",,,,"Spiritual interventions tap into the affective domain and provide counselors and clients with the opportunity to explore their creativity, self-expression, and drive to be fully human. This course will allow counselors to learn the therapeutic benefits and process of using spiritual interventions in counseling that inform the process of healing and transformation. Interventions will include mindfulness meditation, creating mandalas, and guided imagery. Counselors will learn competencies for effective use of integrating spirituality into the counseling process, conceptualizing from a systems perspective and explore several spiritual interventions to enhance self-awareness and improve their ability to be present and attend to their clients. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences."
CN,Counseling,CN 0524,Domestic Violence in Nicaragua,3 Credits,CN 0553.,,,,"The course is designed to provide students with an opportunity to work outside of the country in Nicaragua. Specifically, students will work with groups of women from two rural villages on issues of gender equality and violence against women. The course is structured such that students will be required to meet throughout the summer, learning about Nicaraguan culture and laws, and designing a training program. Students will then travel to Nicaragua and provide training. This course is open only to students matriculated in the Counselor Education program."
CN,Counseling,CN 0525,Spirituality and Wellness,3 Credits,,,,,"This course provides a holistic approach to wellness integrating mind, body, and spirit interventions into the counseling process. An overview of wellness models, assessment tools, and spiritual practices as strength resources will be explored. Students will explore lifespan and cross cultural influences on wellness. Development of wellness and prevention plans and research on health and spirituality will be a focus. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences."
CN,Counseling,CN 0531,"School Counseling: Procedures, Organization, and Evaluation",3 Credits,,,,,"This course provides candidates with the information necessary to apply basic counseling knowledge and skills in a school setting. The American School Counseling Association (ASCA) and Connecticut school counseling models are presented, and issues pertinent to working in the school system are explored."
CN,Counseling,CN 0533,Advanced Multicultural Counseling Strategies and Skills,3 Credits,"CN 0433, CN 0553.",,,,"This course provides in-depth opportunities for students to deepen and expand their multicultural competencies and counseling skills for working with diverse belief systems and populations. Exploration of diverse spiritual, religious, ethnic, and systemic belief systems will allow students to develop cross-cultural competencies and understanding of the impact of the cultural context on the therapeutic process. Topics included will be pedagogy of the oppressed, religious violence and trauma, refugee and immigration concerns. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences."
ENW,English: Writing,ENW 0339,Grant and Proposal Writing,3 Credits,EN 0012.,,,"ENDE Digital Journalism Elective, EVAP Environmental Studies: Applied Professional Skills , HASM Humanitarian Action Minor Skills/Method Course, UDIV U.S. Diversity","This course prepares students to write effective proposals and reports. Students learn to define and write problem statements, objectives, plans of action, assessment documents, budget presentations, and project summaries. In addition, they sharpen their teamwork, editing, writing, audience awareness, and design skills as they engage in collaborative projects with non-profit organizations in the community. Relevant historical and ethical considerations are discussed. A service-learning component is included in this course. Available to MPA students with permission; additional coursework required."
ENW,English: Writing,ENW 0340,World of Publishing I,3 Credits,EN 0012.,,,ENDE Digital Journalism Elective,"This course introduces students to the field of publishing, particularly book and magazine publishing. It provides students with a solid foundation in the publishing field (e.g., selecting and editing manuscripts, book/magazine production, and marketing) and offers students practical hands-on experience similar to that of an internship position at a magazine or publishing house. In addition to attending lectures and participating in discussion, students work on the University's national literary magazine, Dogwood."
ENW,English: Writing,ENW 0341,World of Publishing II,3 Credits,ENW 0340.,,,ENDE Digital Journalism Elective,"Students gain hands-on experience in the field of publishing, particularly book and magazine publishing, by working as associate editors in the preparation of the University's national literary magazine, Dogwood, including work with digital publishing and design platforms."
ENW,English: Writing,ENW 0345,Internship,1-3 Credits,EN 0012.,,,ENCP Digital Journalism Capstone Course,"The internship program allows students to gain on-site experience in the fields of journalism, publishing, and public relations through supervised work for local newspapers, magazines, publishers, and news agencies. These positions are available upon recommendation of the department intern supervisor, under whose guidance the students assume the jobs, which require 10 to 15 hours a week. Students may take one internship for credit toward the English major. Students may take a second internship for elective credit. The internship workshop is held in the evening, once a month. Enrollment by permission only."
ENW,English: Writing,ENW 0346,Internship,1-3 Credits,EN 0012.,,,ENCP Digital Journalism Capstone Course,"The internship program allows students to gain on-site experience in the fields of journalism, publishing, and public relations through supervised work for local newspapers, magazines, publishers, and news agencies. These positions are available upon recommendation of the department intern supervisor, under whose guidance the students assume the jobs, which require 10 to 15 hours a week. Students may take one internship for credit toward the English major. Students may take a second internship for elective credit. The internship workshop is held in the evening, once a month. Enrollment by permission only."
ECE,Electrical and Computer Engineering,ECE 0530L,Power Elecronics Lab,1 Credit,,,$80 Engineering Lab Fee,,"This laboratory provides hands-on experience in analyzing and designing power electronics circuits and in analyzing and modeling power generation and distribution systems. Students design and construct voltage regulators, switching power supplies, and motor controllers. Students also develop circuit models for AC and DC motors and power transformers. Experiential learning includes developing circuit models for power distribution systems, measuring parameters of motors and transformers and using the data to develop electrical circuit models of these devices, and analyzing the properties of power distribution systems and developing computer models for them. One credit."
ECE,Electrical and Computer Engineering,ECE 0550,Thesis I,3 Credits,ECE 0420.,,,,"The master's thesis tests students' abilities to formulate a problem, solve it, and communicate the results. The thesis is supervised on an individual basis. A thesis involves the ability to gather information, examine it critically, think creatively, organize effectively, and write convincingly; it is a project that permits students to demonstrate skills that are basic to academic and industry work. The student must also submit a paper for possible inclusion in a refereed journal appropriate to the topic."
ECE,Electrical and Computer Engineering,ECE 0551,Thesis II,3 Credits,ECE 0550.,,,,"The master's thesis tests students' abilities to formulate a problem, solve it, and communicate the results. The thesis is supervised on an individual basis. A thesis involves the ability to gather information, examine it critically, think creatively, organize effectively, and write convincingly; it is a project that permits students to demonstrate skills that are basic to academic and industry work. The student must also submit a paper for possible inclusion in a refereed journal appropriate to the topic."
ECE,Electrical and Computer Engineering,ECE 0552,Thesis III,3 Credits,ECE 0551.,,,,"The master's thesis tests students' abilities to formulate a problem, solve it, and communicate the results. The thesis is supervised on an individual basis. A thesis involves the ability to gather information, examine it critically, think creatively, organize effectively, and write convincingly; it is a project that permits students to demonstrate skills that are basic to academic and industry work. The student must also submit a paper for possible inclusion in a refereed journal appropriate to the topic."
ECE,Electrical and Computer Engineering,ECE 0591,Capstone Professional Project I,3 Credits,Completion of 9 credits in the MS ECE program.,,,,"In these two semester capstone courses, students form teams, perform a technical study, and design, develop, and test electrical and computer systems based on their customer's requirements. The results of these projects provide a library of case studies, designs, development techniques, and project management skills that are of interest to local industry professionals. A capstone prospectus must be developed at the beginning of the capstone sequence."
CL,Classical Studies,CL 0224,Byzantine World,3 Credits,HI 0010 or CL 0115 or CL 0116.,,,H_EU European History,"This course is an introduction to political and social history of Byzantine Empire. It also highlights Byzantium's role as a bridge between Greco-Roman antiquity and modern European civilization. Course lectures will cover Byzantium's origins in the eastern half of the Roman Empire, Byzantium's middle period as a major Mediterranean power, and its late period as an increasingly shrinking city-state. The course will also introduce students to some of the major Byzantine historians and to methods of analysis using these sources, and train students to form historical arguments based on these analyses."
CL,Classical Studies,CL 0325,Athenian Democracy and Empire,3 Credits,CL 0115 or CL 0116 or HI 0010; CL 0115 or CL 0116 or one 200-level History course.,,,"H_BF History Before 1750, H_EU European History",This history seminar provides an in-depth exploration of classical Athens at the height of its power in the fifth century BC. Its focus is on close reading of the primary sources describing the rise and fall of Athens in this period. It places particular emphasis on the parallel rise of Athenian democracy at home and the Athenian empire overseas. It places secondary emphasis on the nature of Athenian intellectual discourse in this period. A final research project will engage modern scholarly debates on the nature of fifth-century Athens.
CL,Classical Studies,CL 0399,Capstone Project in Classics,3 Credits,At least seven courses in the individually designed major.,,,,Students completing an individually designed major in classical studies develop and carry out a major project that allows them to pull together the multiple threads of their interdisciplinary major.
MD,Educational Technology,MD 0540,Creating and Curating Digital Content,3 Credits,,,,,"While the explosion of both online educational resources and digital content creation tools has opened up a new world of possibilities for classroom teachers, few instructors have the time to do the exploration and collation necessary to truly take advantage of all the Internet has to offer. In this hands-on course, each student will be given the opportunity to assume the role of digital content developer for an actual university course: working closely with an instructor to define and research course content, learning how to evaluate digital tools for presenting material across devices and platforms, and choosing the best options -- be they aggregators, e-book creators, online portfolios, or other web tools -- to produce, collate, and deliver the content required by the professor. The materials produced will subsequently be used in actual Fairfield University courses. This course is open only to students enrolled in the Educational Technology program."
MD,Educational Technology,MD 0541,21st Century Literacies in the Classroom,3 Credits,,,,,"The term ""literacy"" used to be associated with the ability to read and write. How we interact with our environment is evolving as technology evolves. This has resulted in an expansion of the definition of literacy. Literacy now includes several facets: Information, Media, and Information and Communication Technologies (ICT). It is important for students to understand the 21st century literacies and be able to use them as a guide in the global community that helped create the need for them. This course explores the concept of 21st century literacy and how these skills can be both taught to students and integrated into our teaching to support student learning."
MD,Educational Technology,MD 0545,Designing and Developing Training Programs,3 Credits,,,,,"Designed for prospective training specialists, personnel generalists, school media specialists or line personnel in business and industry, this course focuses on designing and developing training programs for administrative professionals, management employees, and school personnel. Course assignments provide individualization and tailoring of course content to candidate needs and working environments. Crosslisted with "
MD,Educational Technology,MD 0546,Integrating the Arts and Technology in K-12 Teaching and Learning,3 Credits,,,,,"The value of the visual and performing arts in supporting essential critical thinking is well documented in recent research. Arts education is closely linked to every goal of school reform, academic achievement, social and emotional development, civic engagement, and equitable opportunity. Candidates will examine integration of the arts in content areas, and the robust opportunities in both formal and informal learning environments offered by technology applications and digital resources. Crosslisted with ED 0546."
EN,English,EN 0118,Modern China through Fiction and Film,3 Credits,"EN 0011, EN 0012.",,,"E_AF English Literature After 1800, WDIV World Diversity","A study of various cultural aspects of modern China in the 20th century through reading translated fiction as well as films. Students explore topics such as modernity, nationalism, individualism, gender, and cultural identity in the modern cultural-historical context. Also will be discussed are issues particular to fiction and film as representational modes: How do fiction and film narrate history and the complex Chinese experience? How have they both been shaped by and contributed to the socio-cultural transformations? And how do they represent the increasingly diversified cultural and social landscape of contemporary China?"
EN,English,EN 0119,The City and Modern China,3 Credits,"EN 0011, EN 0012.",,,"E_AF English Literature After 1800, WDIV World Diversity","The course studies the literary and visual representations of the city in modern China through a sampling of stories, novels, photos, films, and critical essays. Students discuss how literature and visual art bear witnesses to the changing faces of the metropolis and urban life during the time of Chinese modernization and globalization and how the city expresses modern ethos, desires and paradoxes in literary works and films. All texts are in English. Films have subtitles."
EN,English,EN 0120,American Women Playwrights,3 Credits,"EN 0011, EN 0012.",,,"ASGW American Studies: Gateway, E_AF English Literature After 1800, UDIV U.S. Diversity","This course traces the evolution of plays by women from the Revolutionary War to plays reflecting the 21st-century concerns of African American, Asian, American, and Latina playwrights. Plays are discussed in light of the social, political, and economic climates that produced them. Special emphasis is given to questions of sex, gender, race, ethnicity, and class, as we explore how American women, despite considerable obstacles, have developed their own theatrical voices. Our study is further informed by the work of feminist performance theorists."
EN,English,EN 0121,American Literature and the Environment,3 Credits,"EN 0011, EN 0012.",,,"ASEN American Studies: Literature, ASGW American Studies: Gateway, EVHU Environmental Studies: Humanities, EVME Environmental Studies Major Elective, EVPE Environmental Studies Elective, E_AF English Literature After 1800","This course aims to explore the ways in which ideas about the physical, ""natural"" environment have been shaped in American literature. The course will survey a variety of important texts in this tradition and introduce students to the scholarly perspective known as ""Ecocriticism."" Texts may include those by Austin, Cather, Leopold, Muir, Silko, Thoreau."
EN,English,EN 0122,The Frontier in American Literature,3 Credits,"EN 0011, EN 0012.",,,"ASEN American Studies: Literature, ASGW American Studies: Gateway, E_AF English Literature After 1800","For the last five centuries, the frontier -- understood as the place where humanity comes into contact with its apparent absence in the shape of alien beings and landscapes -- has been the subject of some of the most lasting and powerful American stories. In this course, students concentrate on some of the major representations of the frontier produced between the 1820s and the present to learn how to recognize and talk about the position that the American western has occupied in our culture. Authors include Cooper, Twain, Cather, and McCarthy; filmmakers include Ford, Peckinpagh, and Eastwood."
FI,Finance,FI 0570,Fixed Income Securities,3 Credits,FI 0540.,,,,"This course deals extensively with the analysis and management of fixed income securities, which constitute almost two-thirds of the market value of all outstanding securities. The course provides an analysis of treasury and agency securities, corporate bonds, international bonds, mortgage-backed securities, and related derivatives. More specifically, this course provides an in-depth analysis of fixed income investment characteristics, modern valuation, and portfolio strategies."
FI,Finance,FI 0575,Capital Budgeting,3 Credits,FI 0530.,,,,"This course examines the decision methods employed in long-term asset investment and capital budgeting policy. The course includes a study of quantitative methods used in the capital budgeting process: simulation, mixed integer programming, and goal programming. Students use these techniques and supporting computer software to address questions raised in case studies."
FI,Finance,FI 0580,Financial Risk Management,3 Credits,FI 0540.,,,,"This course focuses on the evaluation and management of corporate and portfolio risk. More specifically, this course examines the methods of evaluating and managing risk with the objective of contributing to value maximization. Risk assessment methodologies such as value-at-risk (VaR) and cash-flow-at-risk (Car) are analyzed and used extensively."
